index,n,M,Pmech,I,U,Pauf,eta,Temperatur,I_R_mess,U_R_mess
0,200.82102966308594,23.475631713867188,493.6905822753906,9.557073593139648,102.18840026855469,631.0919189453125,0.7822812795639038,49.61079406738281,0.003433479694649577,161.52655029296875
1,0.0,-0.08970589935779572,0.0,0.0,0.2641754746437073,0.0,inf,49.21416091918945,3.805992603302002,2.767932415008545
2,200.73252868652344,27.967641830444336,587.9005737304688,10.653934478759766,104.52803802490234,755.5418090820312,0.7781168818473816,48.67988204956055,0.003469464834779501,166.22314453125
3,0.0,-0.1497901976108551,0.0,0.0,0.26717907190322876,0.0,inf,48.50536346435547,3.805380344390869,2.7623419761657715
4,200.86520385742188,32.46807098388672,682.9615478515625,11.737794876098633,105.91153717041016,881.5955200195312,0.7746875882148743,48.17542266845703,0.003508003894239664,169.21640014648438
5,0.0,-0.1445377916097641,0.0,0.0,0.2634432911872864,0.0,inf,48.09965896606445,3.804969072341919,2.7587943077087402
6,200.80630493164062,36.834877014160156,774.5794067382812,12.800750732421875,107.20050048828125,1006.5850830078125,0.7695128917694092,47.89344024658203,0.00353982113301754,172.41354370117188
7,0.0,-0.0432773157954216,0.0,0.0,0.2697996497154236,0.0,inf,47.91306686401367,3.804985761642456,2.7571778297424316
8,200.64401245117188,41.25944900512695,866.9197998046875,13.85595989227295,108.3646469116211,1135.29248046875,0.7636100649833679,47.78712844848633,0.003573231864720583,174.4802703857422
9,0.0,-0.057983171194791794,0.0,0.0,0.2575346529483795,0.0,inf,47.892459869384766,3.8050284385681152,2.7566823959350586
10,200.63670349121094,45.60923767089844,958.2872314453125,14.914036750793457,109.18489837646484,1269.82470703125,0.7546595335006714,47.792415618896484,0.00359736243262887,176.58914184570312
11,0.0,-0.15756306052207947,0.0,0.0,0.23824569582939148,0.0,inf,48.0501708984375,3.8049232959747314,2.756917715072632
12,200.26052856445312,49.97416305541992,1048.036376953125,15.973678588867188,109.87969970703125,1403.114990234375,0.7469311356544495,47.89484786987305,0.003621920943260193,178.26144409179688
13,0.0,-0.15609246492385864,0.0,0.0,0.24017298221588135,0.0,inf,48.30741500854492,3.8054423332214355,2.758850574493408
14,301.27203369140625,23.437000274658203,739.4161376953125,9.56173324584961,117.16080474853516,888.7526245117188,0.8319708108901978,47.965362548828125,0.003420572727918625,191.582275390625
15,0.0,-0.14453774690628052,0.0,0.0,0.2377547323703766,0.0,inf,47.70532989501953,3.805471897125244,2.752420425415039
16,300.9255676269531,27.8123722076416,876.4479370117188,10.647025108337402,120.26930236816406,1057.66748046875,0.8286616206169128,47.35926055908203,0.0034546013921499252,197.94371032714844
17,0.0,-0.1483195573091507,0.0,0.0,0.2386501580476761,0.0,inf,47.22444534301758,3.8051819801330566,2.7484893798828125
18,301.0360412597656,32.34767150878906,1019.7429809570312,11.730159759521484,121.8001480102539,1229.571044921875,0.8293485641479492,46.97632598876953,0.0034871306270360947,201.02442932128906
19,0.0,-0.15651282668113708,0.0,0.0,0.2360382378101349,0.0,inf,46.98358917236328,3.8053410053253174,2.746983051300049
20,301.53741455078125,36.7808837890625,1161.4249267578125,12.791200637817383,123.37110900878906,1401.727294921875,0.8285673260688782,46.812599182128906,0.0035288911312818527,204.1282958984375
21,0.0,-0.04894959181547165,0.0,0.0,0.2381078004837036,0.0,inf,46.92523193359375,3.8056869506835938,2.746258497238159
22,300.70440673828125,41.092018127441406,1293.9765625,13.847002983093262,124.6469497680664,1575.947509765625,0.8210791349411011,46.78810501098633,0.00356316682882607,206.6433868408203
23,0.0,-0.05672267824411392,0.0,0.0,0.2295607030391693,0.0,inf,46.99901580810547,3.8060455322265625,2.746880531311035
24,300.9477233886719,45.43109893798828,1431.771728515625,14.904614448547363,125.75118255615234,1752.2984619140625,0.8170814514160156,46.9267692565918,0.0035901255905628204,208.73388671875
25,0.0,-0.07542018592357635,0.0,0.0,0.24282154440879822,0.0,inf,47.22632598876953,3.8059966564178467,2.7486095428466797
26,300.80767822265625,49.8871955871582,1571.470458984375,15.964853286743164,126.5535888671875,1932.9937744140625,0.812972903251648,47.1536865234375,0.0036222084891051054,210.27609252929688
27,0.0,-0.13991595804691315,0.0,0.0,0.2365594357252121,0.0,inf,47.51895523071289,3.806180953979492,2.7504897117614746
28,401.5976867675781,23.66681480407715,995.3126831054688,9.645101547241211,129.9569549560547,1154.305908203125,0.8622603416442871,47.25205612182617,0.0034229818265885115,215.50027465820312
29,0.0,-0.15000024437904358,0.0,0.0,0.2431473731994629,0.0,inf,46.976966857910156,3.806070327758789,2.7448790073394775
30,401.5681457519531,28.18172836303711,1185.1025390625,10.727205276489258,133.68899536132812,1375.4156494140625,0.8616324663162231,46.606849670410156,0.003463213099166751,222.73855590820312
31,0.0,-0.11281511932611465,0.0,0.0,0.24173609912395477,0.0,inf,46.573638916015625,3.806164503097534,2.7423245906829834
32,401.435546875,32.49768829345703,1366.1484375,11.772931098937988,136.11480712890625,1587.949462890625,0.8603225946426392,46.41872024536133,0.0034978422336280346,227.6098175048828
33,0.0,-0.09138653427362442,0.0,0.0,0.2424524575471878,0.0,inf,46.390071868896484,3.8061327934265137,2.740715503692627
