index,n,M,Pmech,I,U,Pauf,eta,Temperatur,I_R_mess,U_R_mess
0,501.82763671875,49.68341064453125,2610.92333984375,15.946194648742676,154.73043823242188,3000.26318359375,0.8702315092086792,47.00732421875,0.0035772775299847126,262.3641662597656
1,0.0,-0.15126100182533264,0.0,0.0,0.25107064843177795,0.0,9.909999530030929e+37,49.53446960449219,3.8109397888183594,2.765390157699585
2,200.89462280273438,28.0008487701416,589.0721435546875,10.653289794921875,104.32364654541016,757.0936279296875,0.7780700922012329,48.95499801635742,0.003445414127781987,166.43276977539062
3,0.0,-0.12324932962656021,0.0,0.0,0.2519826889038086,0.0,9.909999530030929e+37,48.683467864990234,3.810126543045044,2.7593564987182617
4,201.02005004882812,32.47373580932617,683.5984497070312,11.737530708312988,105.7352523803711,882.4918212890625,0.7746223211288452,48.20098114013672,0.0034809063654392958,169.57766723632812
5,0.0,-0.07282916456460953,0.0,0.0,0.25654566287994385,0.0,9.909999530030929e+37,48.094635009765625,3.809069871902466,2.755303144454956
6,200.90940856933594,36.898948669433594,776.3251953125,12.799640655517578,106.95255279541016,1009.3323974609375,0.7691473960876465,47.78901672363281,0.0035100900568068027,171.8856964111328
7,0.0,-0.14005599915981293,0.0,0.0,0.256112664937973,0.0,9.909999530030929e+37,47.78580093383789,3.8090364933013916,2.754096746444702
8,200.90203857421875,41.272674560546875,868.3133544921875,13.855619430541992,108.0728988647461,1137.365478515625,0.7634429931640625,47.62985610961914,0.003544808831065893,174.37539672851562
9,0.0,-0.11764699965715408,0.0,0.0,0.25153765082359314,0.0,9.909999530030929e+37,47.697330474853516,3.8093433380126953,2.753970146179199
10,200.91683959960938,45.693275451660156,961.3870849609375,14.913671493530273,109.11649322509766,1269.6898193359375,0.757182240486145,47.53645324707031,0.0035826428793370724,176.05039978027344
11,0.0,-0.14285700023174286,0.0,0.0,0.25527432560920715,0.0,9.909999530030929e+37,47.77146530151367,3.809960126876831,2.7557566165924072
12,200.50399780273438,49.964290618896484,1049.099365234375,15.973930358886719,109.7795639038086,1402.1845703125,0.7481886744499207,47.808685302734375,0.003607719438150525,178.13250732421875
13,0.0,-0.12044799327850342,0.0,0.0,0.2569883465766907,0.0,9.909999530030929e+37,48.03823471069336,3.8089969158172607,2.757683515548706
14,301.2276916503906,23.577495574951172,743.7418212890625,9.562049865722656,117.31840515136719,888.5930786132812,0.8369885683059692,47.8167724609375,0.0034086275845766068,191.94435119628906
15,0.0,-0.10784300416707993,0.0,0.0,0.25962865352630615,0.0,9.909999530030929e+37,47.61226272583008,3.8092734813690186,2.7519733905792236
16,300.99932861328125,27.927532196044922,880.2911987304688,10.647144317626953,120.24339294433594,1057.8948974609375,0.8321163058280945,47.27948760986328,0.0034381698351353407,197.93795776367188
17,0.0,-0.09523812681436539,0.0,0.0,0.25769200921058655,0.0,9.909999530030929e+37,47.13993453979492,3.8092401027679443,2.7483532428741455
18,301.74371337890625,32.47248458862305,1026.084228515625,11.73015022277832,121.9947509765625,1230.221435546875,0.8340643048286438,46.90614700317383,0.003474622266367078,201.40025329589844
19,0.0,-0.03921566903591156,0.0,0.0,0.2572939991950989,0.0,9.909999530030929e+37,46.88706588745117,3.8096466064453125,2.7473466396331787
