index,n,M,Pmech,I,U,Pauf,eta,Temperatur,I_R_mess,U_R_mess
0,100.22245788574219,7.827521324157715,82.1536636352539,5.2938337326049805,75.53067016601562,126.27134704589844,0.6506063342094421,51.45003128051758,0.0032698516733944416,98.18138122558594
1,0.0,-0.09663870185613632,0.0,0.00020630966173484921,0.0,0.0,9.909999530030929e+37,50.852298736572266,0.0,0.0
2,100.25931549072266,13.54474925994873,142.20779418945312,6.991263389587402,80.04988098144531,214.3173370361328,0.6635316014289856,49.98249435424805,0.0032697184942662716,110.7166519165039
3,0.0,-0.08543416857719421,0.0,0.000206684650038369,0.0,0.0,9.909999530030929e+37,49.482967376708984,0.0,0.0
4,100.33316040039062,18.615541458129883,195.59280395507812,8.33332633972168,83.24179077148438,294.67816162109375,0.6637452244758606,48.76997756958008,0.0032964241690933704,118.847900390625
5,0.0,-0.09243699908256531,0.0,0.00020707368094008416,0.0,0.0,9.909999530030929e+37,48.41633224487305,0.0,0.0
6,100.28153991699219,23.314695358276367,244.83743286132812,9.520249366760254,84.92314910888672,371.04754638671875,0.659849226474762,47.892154693603516,0.0033161737956106663,123.64604187011719
7,0.0,-0.08543416857719421,0.0,0.00020598834089469165,0.0,0.0,9.909999530030929e+37,47.6541633605957,0.0,0.0
8,100.25199890136719,28.069965362548828,294.6862487792969,10.65853500366211,86.19857025146484,449.81207275390625,0.6551295518875122,47.315940856933594,0.0033488261979073286,126.78279876708984
9,0.0,-0.09663870185613632,0.0,0.00020612766093108803,0.0,0.0,9.909999530030929e+37,47.15593338012695,0.0,0.0
10,100.26677703857422,32.545806884765625,341.73968505859375,11.743399620056152,87.40413665771484,527.772216796875,0.6475040316581726,46.92601013183594,0.0033843591809272766,129.71469116210938
11,0.0,-0.08403360098600388,0.0,0.00020568701438605785,0.0,0.0,9.909999530030929e+37,46.90109634399414,0.0,0.0
12,200.59243774414062,7.779201507568359,163.4091033935547,5.289750099182129,87.86800384521484,211.2738494873047,0.7734447717666626,46.60721206665039,0.003268146188929677,129.7715606689453
13,0.0,-0.09803912788629532,0.0,0.00020619732094928622,0.0,0.0,9.909999530030929e+37,46.33580017089844,0.0,0.0
